#category_id,names,icon
version:3
1|0|en_US:Spam;zh_CN:骚扰;zh_TW:騷擾;en_IN:Spam|http://file.market.xiaomi.com/download/FoundApp/0f16e24f7fc984fc21b9e2b8352c0d851204d57c6
2|0|en_US:Sales;zh_CN:推销;zh_TW:推銷;en_IN:Sales|http://file.market.xiaomi.com/download/FoundApp/059bb4985743ff3960af5bc59dbbb30b30b428797
3|0|en_US:Agent;zh_CN:中介;zh_TW:仲介;en_IN:Agent|http://file.market.xiaomi.com/download/FoundApp/0616e42f7ac082fc4ab9efb83a5c068716f41c5d2
4|0|en_US:Delivery;zh_CN:快递;zh_TW:快遞;en_IN:Delivery|http://file.market.xiaomi.com/download/FoundApp/0d4745f14c86636fc42d04bae140226c5b3406a43
5|0|en_US:Scam;zh_CN:诈骗;zh_TW:詐騙;​en_IN:Scam|http://file.market.xiaomi.com/download/FoundApp/0f16e24f7fca84fce1b9ecb835fc0d841204c57c6
